"CutConfig","Name","SourceLibrary","Type","Diameter_mm","Flutes","FluteLen_mm","LenBelowHolder_mm","CornerRad_mm","OAL_mm","Material"
"Aluminum (Metric)","Harvey 0.075"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.075","3","0.113","0.5267",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Bull R0.025","Harvey General Use Endmills 3 Flute","bull nose end mill","0.25","3","0.75","0.875","0.025","2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","0.44096","0.03","2.5","carbide"
"Aluminum (Metric)","Harvey 0.095"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.095","3","0.142","0.86706",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.055","3","0.082","0.74634",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1562","3","0.562","0.71416",,"2","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.25","3","0.375","1.87846",,"4","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.25","3","0.75","0.875",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1","3","0.75","1.3584",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","0.54922",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.125","0.28829",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.08"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.08","3","0.75","1.39304",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1562","3","0.234","0.35486",,"3","carbide"
"Aluminum (Metric)","Harvey 0.018"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.018","3","0.054","0.20916",,"1.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.117","1.0865","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1","3","0.15","0.6084",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.109","3","0.163","0.99282","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.071","0.5752",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","0.62052","0.02","2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.16","0.31364",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.117","0.5525","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.07","3","0.5","1.16036",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.09","3","0.9","1.00003",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.09","1.07768",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.09","3","0.135","1.20572",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.035"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.035","3","0.052","0.64512",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","1","1.5638",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.11"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.11","3","0.165","0.66108",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.062","3","0.5","1.17422",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.047","3","0.141","0.34905",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.05","3","0.075","0.695",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.234","0.3372","0.01","1.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.125","3","0.187","0.2495","0.02","1.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.109","3","0.57","0.64966",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.09","3","0.135","0.87572","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.139","1.24552",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.078","3","0.117","0.7715","0.02","2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.075","0.345",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","0.625","0.6875",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.5","1.1465",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","0.281","3.84765",,"6","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.045","3","0.45","0.59828",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.109","3","0.164","0.99282",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","0.281","3.47265",,"6","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.109","3","0.437","0.51666",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.25","3","1.5","2.1263",,"4","carbide"
"Aluminum (Metric)","Harvey 0.115"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.115","3","0.173","1.03242",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.05","3","0.075","0.445",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","1.875","1.9375",,"3","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.25","0.38005",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.085"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.085","3","0.75","1.38438",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.012"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.012","3","0.018","0.3556",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.04","3","0.4","0.55364",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.045","3","0.325","0.47328",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1562","3","0.234","0.35486",,"3","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.02","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.279","0.36921","0.02","1.5","carbide"
"Aluminum (Metric)","Harvey 0.025"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.025","3","0.125","0.29473",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.04"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.04","3","0.06","0.81232",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.118"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.118","3","0.177","1.84722",,"3","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.5","1.1465",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.09","3","0.27","0.39781",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.07","0.9102",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","0.187","0.56596",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.01","3","0.015","0.31308",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.312","0.4249",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.25","3","0.375","1.37846","0.005","4","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","1.59765","0.03","3","carbide"
"Aluminum (Metric)","Harvey 0.004"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.004","3","0.02","0.21224",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.015","3","0.022","0.44142",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.117","1.3335",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.125","3","0.187","0.44096",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/32"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1562","3","0.234","1.72523","0.01","3","carbide"
"Aluminum (Metric)","Harvey 0.25"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.25","3","0.375","0.5",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.055","3","0.385","0.52256",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.005"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.005","3","0.007","0.2957",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.055","3","0.385","0.52256",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.015","3","0.075","0.47942",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.015","3","0.045","0.31276",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.01","3","0.08","0.26581",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.109","3","0.57","0.64966",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.09"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.09","3","0.75","1.37572",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.187","0.35029",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.055"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.055","3","0.165","0.35812",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.026"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.026","3","0.039","0.4437",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.015","3","0.022","0.31642",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.94","1.0529",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.53904","0.01","2.5","carbide"
"Aluminum (Metric)","Harvey 0.05"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.05","3","0.25","0.39292",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.03"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.03","3","0.045","0.38478","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.029"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.029","3","0.043","0.4625",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.109","3","0.163","0.99282","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.093","0.36022",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.047","3","0.07","0.5752","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Bull R0.01","Harvey General Use Endmills 3 Flute","bull nose end mill","0.062","3","0.186","0.30306","0.01","1.5","carbide"
"Aluminum (Metric)","Harvey 0.1"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.1","3","0.15","0.4084",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.11"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.11","3","0.57","0.64858",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.014"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.014","3","0.021","0.32614",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.078","3","0.117","1.7085",,"3","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.062","3","0.625","0.75505",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.014"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.014","3","0.021","0.36814",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.047","3","0.07","0.7702","0.005","2.5","carbide"
"Aluminum (Metric)","Harvey 0.022"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.022","3","0.033","0.35264",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.1875","3","0.281","2.34765","0.03","4","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.031","3","0.093","0.33091",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.01"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.01","3","0.015","0.29308",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.093","3","0.75","1.37052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.031","3","0.046","0.69704",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.25","0.42509",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.02"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.02","3","0.1","0.27509",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","0.406","0.9465",,"2.5","carbide"
"Aluminum (Metric)","Harvey 5/64"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.078","3","1.187","1.2999",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.07"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.07","3","0.105","0.37036",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.035"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.035","3","0.105","0.24544",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.075"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.075","3","0.5","1.1517",,"2.5","carbide"
"Aluminum (Metric)","Harvey 1/8"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.125","3","0.187","1.94096",,"3","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.06","3","0.18","0.29879","0.005","1.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.047","3","0.07","0.5752",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.06","3","0.437","0.5692",,"2.5","carbide"
"Aluminum (Metric)","Harvey 3/16"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.1875","3","0.281","2.90965",,"4","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.005","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.279","0.36921","0.005","1.5","carbide"
"Aluminum (Metric)","Harvey 1/16"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.062","3","0.186","0.36606",,"1.5","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.045","3","0.187","0.33528",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","1.07052","0.03","2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.093","3","0.14","0.87052",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.015"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.015","3","0.022","0.62942",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.109"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.109","3","0.164","0.66282",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.075"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.075","3","0.112","0.9017",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.045"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.045","3","0.067","0.65366",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.093"" 3F Bull R0.03","Harvey General Use Endmills 3 Flute","bull nose end mill","0.093","3","0.139","0.87052","0.03","2.5","carbide"
"Aluminum (Metric)","Harvey 0.031"" 3F Bull R0.008","Harvey General Use Endmills 3 Flute","bull nose end mill","0.031","3","0.046","0.47704","0.008","2.5","carbide"
"Aluminum (Metric)","Harvey 0.06"" 3F Ball","Harvey General Use Endmills 3 Flute","ball end mill","0.06","3","0.09","1.23968",,"2.5","carbide"
"Aluminum (Metric)","Harvey 0.047"" 3F Flat","Harvey General Use Endmills 3 Flute","flat end mill","0.047","3","0.281","0.42714",,"2.5","carbide"
